image_path,label
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (127).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_642.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_602.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_519.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_525.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_009 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_424.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_072 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (29).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_445.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_406.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (35).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_548.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_181.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_211.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_141.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_495.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (117).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_044 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_074 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_023 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_104.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_221.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_268.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_311.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (78).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_405.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_050.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_463.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (49).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_667.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_098 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (64).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_313.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_256.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_623.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (23).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_236 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_347.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_299.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_024 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_621.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (35).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_029 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (55).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_048.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (150).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_174.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_345.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_507.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_040.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_375.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_202.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_753.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_122 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_147.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_749.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_820.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_005 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (10).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_090 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (27).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_767.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_093.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (50).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_318.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (29).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_496.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (20).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_112.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (53).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_370.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snasp_009.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_420.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_098.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_136.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_074.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_618.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_090.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_055 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_083.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_124 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_071.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_088.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_178.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (80).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_810.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (106).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_227 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_097 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_417.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_310.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (97).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_470.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_069 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_063.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_505.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_193.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_760.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (65).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (90).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_145 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_076.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_007.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_037 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_066.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_313.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_053.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_113 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_187.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_079 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_157.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_029.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_639.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_203 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_216.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (55).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_113.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_615.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_182.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_051 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_041 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_469.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (95).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_024.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (20).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_071.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_038 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_155.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (5).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_285.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_259.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_180.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_062 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_150.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_254.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_036 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_125.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_563.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_011 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_534.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (91).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_397.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_127 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_418.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_111.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_722.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (1).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (45).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (43).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_240.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (22).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_601.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_197 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (121).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_695.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_051.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_273.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_170 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_243 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (11).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_083 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_007 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_520.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_018.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_098 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_118.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_145.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_287.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (69).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_008.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_171 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (132).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (22).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_087 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_408.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (38).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_186.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_030 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (40).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_264.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_245.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_651.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_126.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_270.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_598.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_756.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_092 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_227.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (158).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_058 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_779.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (48).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (118).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_727.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_073 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_044.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_009.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_788.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_041.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_103.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_224.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_034.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_033.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_421.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_316.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_139 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (4).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_051.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_303.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_001.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_068.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_174.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_109 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_655.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_063 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_177 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (76).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_672.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_629.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (122).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_109 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_009 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (68).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_107.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_131 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_447.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (99).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (17).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_144.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_012 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_535.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (34).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_116 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_044 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_009.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (112).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_224 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_220 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (64).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_352.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_616.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_098 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_091 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_477.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (58).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_014 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_069 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_084.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_550.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_256.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_166.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_163.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_643.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_087 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_072.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_005 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_125.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_147.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_761.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_051 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_154.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (3).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_493.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_640.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_777.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_473.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_613.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_026 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_112.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (155).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_036.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (81).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_208.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_758.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_165.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_104 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_479.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (12).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_411.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_627.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_076 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (20).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_645.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_413.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_654.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_091 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_456.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_212 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (13).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_804.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (149).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_292.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_635.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_668.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_529.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_161.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_015.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_176.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_052 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (12).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_662.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (25).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_103.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_739.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_606.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_331.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_658.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_167.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_682.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (125).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_164 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_696.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_470.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_152 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_277.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_093 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_323.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (59).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_010 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (18).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_087.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_087.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_297.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_473.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_102 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (7).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_249.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_127 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_177.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_145.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_155.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_126 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_129 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_166.jpg,malignant
